PROP_TYPE|LIST_NO|LIST_AGENT|LIST_OFFICE|STATUS|LIST_PRICE|STREET_NO|STREET_NAME|UNIT_NO|TOWN_NUM|AREA|ZIP_CODE|LENDER_OWNED|REMARKS|PHOTO_COUNT|PHOTO_DATE|PHOTO_MASK|LISTING_ALERT|NEIGHBORHOOD|COUNTY|STATE|RN_TYPE|NO_ROOMS|NO_BEDROOMS|NO_FULL_BATHS|NO_HALF_BATHS|MASTER_BATH|PARKING_SPACES|LOT_SIZE|SQUARE_FEET|NO_BATHS|WATERFRONT_FLAG|WATERFRONT|WATERVIEW_FLAG|WATERVIEW_FEATURES|ADULT_COMMUNITY|SQUARE_FEET_INCL_BASE|SQUARE_FEET_DISCLOSURES|DATE_AVAILABLE|BASEMENT|YEAR_BUILT|YEAR_BUILT_DESCRP|APPLIANCES|EXTERIOR_FEATURES|HEATING|INTERIOR_BLDG_FEAT|AboveGradeFinishedArea|BelowGradeFinishedArea
"RN"|72120857|"BB984916"|"BB8162"|"PCG"|3600|"7"|"Sudan"|"2"|1|"002"|"02125"||"7 Sudan is a gorgeous building which has been gut renovated into Top-Of-The-Line apartments. Bedrooms are good size and each come with good closet space. The Kitchen comes with stainless steel appliances (including a dishwasher), a private back deck, and granite counter tops. Laundry is located in unit and the kitchen also has enough room for a small dining table. Recessed lighting and hardwood floors throughout. Location is right off of Dorchester Ave, making it very easy to acess the Train, bus, or get to plenty of bars/shops/restaurants, etc. Take a tour ASAP!"|10|1/4/2024 5:06:00 PM|0|"N"||"Suffolk"|"MA"|"C"|4|3|1|0||0|9999|9999|"1f;0h"|"N"|||||"N"||9/1/2024||||"A,C,D,I,J,K,L"||"C"||9999|
"RN"|72418613|"A9501571"|"A95338"|"ACT"|17000|"196"|"Vineyard Meadow Farms, WT130"||123||"02575"||"THIS IS A SUMMER RENTAL ONLY.  Well appointed Farmhouse Colonial, on two private acres on private road. Conveniently located in Vineyard Meadow Farms abutting the entrance to Long Point Beach, considered by many to be the best beach on the Island. Home was built for families in mind, with three bedrooms upstairs, master with queen bed and ensuite bathroom. In addition there are two bedrooms, each with two twin beds, they share a hall bath. On the lower level there is a bedroom with a queen bed, as well as a futon in the media room. These rooms share their own full bath. All bedding is top of the line Sterns + Foster.  Kitchen has all things you might need for enjoying the bounty of the Vineyard with your family, including Bosch Dishwasher, and gas range. Includes Kitchen Aid Stand Mixer, Cuisinart Food Processor, Lobster Pot, and Weber Grill on the outside deck. You'll also find over 30 cookbooks, and all necessities."|12|11/1/2018 1:29:00 PM|1353766921|"N"||"Dukes"|"MA"|"A"|9|4|3|1|"Y"|3|43000|2300|"3f;1h"|"N"||"N"||||||"Y"|2000||"A,C,F,I,J,K,L"||"J"|||
"RN"|72418702|"A9501571"|"A95338"|"ACT"|25000|"61"|"Road To Great Neck Rd WT107"||123||"02575"||"THIS IS A SUMMER RENTAL ONLY.  This lovely new build house features 3 bedrooms, and 3 bathrooms. There is a full gourmet kitchen, open to the dining, living and patio area. French doors off the living area open up to a beautiful blue stone patio complete with breath taking water views. All three bedrooms are located on the upstairs level including the master suite. Lambert's Cove Beach Access."|11|11/1/2018 2:58:00 PM|1928386671|"N"||"Dukes"|"MA"|"A"|9|3|3|0|"Y"|2|43000|2300|"3f;0h"|"Y"|"E"|"Y"|"K"|||||||||||||
"RN"|72419593|"A9501571"|"A95338"|"ACT"|40000|"38"|"Farm Pond, OB524"||125|"OAK"|"02557"||"THIS IS A SUMMER RENTAL ONLY. Gracious 4 bedroom home with private beach access and tennis. This home has a reverse design that has been fully renovated and thoughtfully decorated. There is a large deck overlooking gardens and a peep of the water. A separate studio is attached by the deck. You are a short distance from town, less than a mile to the public beach and a minutes to a beautiful private beach."|16|11/3/2018 1:40:00 PM|0|"N"||"Dukes"|"MA"|"A"|8|4|3|0||2|39640|2748|"3f;0h"|"N"|||||||||1974||"C,F,I,J,K"|||||
"RN"|72420544|"A9501571"|"A95338"|"ACT"|20000|"67"|"New York Ave"|"OB536"|125||"02557"||"THIS IS A SUMMER RENTAL ONLY.   1900 Oak Bluffs Victorian. Ten minute walk to Nancy�s restaurant/downtown OB and 1/2 mile walk to Jetty beach in East Chop. The house was purchased empty in 2018 so all furnishings are new and the house is freshly painted. On the second floor, there are 3 bedrooms and a full bathroom, which connects to hall and master bedroom. Two bedrooms include queen beds and one bedroom includes a full bed and a set of twin bunks. On the first floor, there is a large living room connected to a sleeper den, which provides great common area for playing board games and relaxing after a day at the beach. The living room includes a 50� tv with cable and x-box, which can be used as a dvd. Small bathroom with shower on the first floor connects to the kitchen which has an eat in kitchen, with seating for 6. Great covered front porch for your morning coffee or a glass of wine under the outdoor lights."|14|11/6/2018 1:43:00 PM|1073811452|"N"||"Dukes"|"MA"|"A"|5|3|1|0||2|4356|1629|"1f;0h"|"N"||"N"|||||||1900|"A"|"A,C,F,I,J,K,L"|"A"||||
"RN"|72420585|"A9501571"|"A95338"|"ACT"|21000|"24"|"Deer Run Rd."|"OB521"|125||"02557"||"THIS IS A SUMMER RENTAL ONLY.  Centrally located to Edgartown, Vineyard Haven and Oak Bluffs. Just a short drive will take you to any of the town beaches and the Sailing Camp Park is a quick bike ride away. The home is located on over a 1/2 acre of landscaped property in a beautiful, private, neighborhood, with private roads great for biking and is wonderful for families, friends or even a romantic getaway. The community is exclusive to guests and is tranquil and quiet. The bike path and bus route is located right off of the community and is a breeze to get to. Within a very short walk is the State Park with jogging trails and places to explore."|11|11/6/2018 2:39:00 PM|1110052855|"N"||"Dukes"|"MA"|"A"|5|3|2|0||2|24152|1481|"2f;0h"|"N"||"N"|||||||1993|||"A"||||
"RN"|72420641|"A9501571"|"A95338"|"ACT"|6500|"23"|"Ocean Ave."|"OB539"|125||"02557"||"THIS IS A SUMMER WEEKLY RENTAL ONLY. PRICES ARE WEEKLY NOT MONTHLY.  Victorian Cottage located on Ocean Park in the heart of Oak Bluffs with fully equipped and updated kitchen, five bedrooms and three baths, cozy living spaces and multiple amenities will accommodate your family and friends. Smell the sea air and watch the waves break from your front porch. This charming beach house is steps away from Circuit Avenue, a plethora of restaurants, Flying Horses carousel, The Strand movie theater, Steamship Authority ferries and of course the beach overlooking Nantucket Sound."|9|11/6/2018 3:47:00 PM|0|"N"||"Dukes"|"MA"|"A"|7|3|3|0||0|3920|1645|"3f;0h"|"N"||"Y"|"J"||"N"||||1875||"C,F,H,I,J,K,L"|"A,G"|||1645|
"RN"|72423911|"A9501571"|"A95338"|"ACT"|12500|"11"|"Wamsutta Ave, OB540"||125||"02557"||"THIS IS A SUMMER RENTAL ONLY.   This antique Vineyard home is thoughtfully styled with classic country-chic interior decor. The wraparound porch has plenty of room to enjoy people watching or sipping ice cold tea, perfect for a hot summer day.  Alternatively, you can enjoy peering down the street from the master bedroom which opens up to a charming porch with plenty of room for two to enjoy coffee or drinks. This house is just a hop skip and a jump from Circuit Ave. and right next to Niantic park which has basketball, pickle-ball, tennis courts and a playground that are open to the public."|11|11/14/2018 3:42:00 PM|2127825477|"N"||"Dukes"|"MA"|"A"|7|4|1|1||1|3920|1413|"1f;1h"|"N"||"N"|||||||1880|||"A"||||
"RN"|72423916|"A9501571"|"A95338"|"ACT"|30000|"45A"|"Buttonwood Farm, WT121"||123||"02575"||"THIS IS A SUMMER RENTAL ONLY. This stunning sanctuary offers a unique balance of simplicity and sophistication. There is a lot of room for family and friends to enjoy both indoors and out. Nestled about midway between Tisbury and West Tisbury, here you will find yourself close to two of Martha's Vineyard's town centers.  Enjoy ping pong in the retro style game room or a fire in the fire pit. This slice of heaven on earth is sure to give you a vacation you will never to forget."|16|11/14/2018 3:46:00 PM|476971516|"N"||"Dukes"|"MA"|"A"|7|4|2|1||4|304920|1988|"2f;1h"|"N"||"N"|||||||1972|"B"||||||
"RN"|72430053|"A9501571"|"A95338"|"ACT"|21000|"12"|"John Wesley Ave OB519"||125||"02557"||"THIS IS A SUMMER RENTAL ONLY.   EAST CHOP LOCATION!! Located across from the historic Baptist Temple Town Park. This charming 1885 Victorian cottage is original to days gone by and a significant part of the Vineyard Highlands. Six bedrooms and two full bathrooms allow for friends and family to visit along with a cozy, bright vintage kitchen. This is a house of distinctive ""Carpenter Gothic"" construction built by the architect G.A. Rice on one of the highest points of Oak Bluffs."|15|12/5/2018 1:48:00 PM|0|"N"||"Dukes"|"MA"|"A"|8|6|2|0||2|6098|1700|"2f;0h"|"N"||||||||||||||||
"RN"|72431186|"A9501571"|"A95338"|"ACT"|10000|"21"|"Leona Ln     WT115"||123||"02575"||"THIS IS A SUMMER RENTAL ONLY.  This very charming post & beam home is the perfect getaway for those who appreciate West Tisbury's rural character. The home is very nicely furnished and equipped, has a lovely, big yard, and the location, adjacent to the bike path, is central to up-Island shopping and the fantastic sandy beaches of Lambert's Cove and Long Point Reservation.  There is no land line telephone at the property. There is high speed cable internet connection. The ethernet cable is provided."|22|12/8/2018 12:29:00 PM|4194303|"N"||"Dukes"|"MA"|"A"|7|3|1|1||2|1.4|1500|"1f;1h"|"N"||||||||||||||||
"RN"|72431189|"A9501571"|"A95338"|"ACT"|11000|"55"|"Dr. Fisher Rd WT110 Guest"|"1"|123||"02575"||"THIS IS A SUMMER RENTAL ONLY. Nestled on a quiet country lane, this charming two BR guest house will enchant you with its inviting character and custom features throughout. From the cathedral living area and newly furnished interior to the covered front porch and expansive deck, this lovely cottage has it all. Privately situated , yet convenient to the village, bike path and local beaches....Being offered ""turn key""."|21|12/8/2018 12:36:00 PM|4194303|"N"||"Dukes"|"MA"|"A"|5|2|1|1||2|0.2|800|"1f;1h"|"N"||||||||||||||||
"RN"|72620254|"BB984916"|"BB8162"|"PCG"|3300|"3"|"Sudan"|"3"|1||"02125"||"This is an excellent, affordable unit located on Sudan St right off of Dorchester Ave, very convienent location! MBTA systems are close, and area is filled with shops, bars, and resturants. Bedrooms are spaciouis and each come with good closet space. Whole apartment gets good natural lighting. The kitchen is an eat in kitchen, with direct access to the private back deck space. Kitchen also comes with stainless steel appliances, ample counter space, and plenty of room for a dining table. Book a tour before its too late! Coin op laundry located in basement, 3 washers and 3 dryers!"|9|12/26/2023 4:38:00 PM|0|"N"||"Suffolk"|"MA"|"C"|5|3|1|0||0|9999|9999|"1f;0h"|"N"|||||"N"||9/1/2024||||"A,D,I,J"|"Y"|"D"||9999|
"RN"|72712700|"CN209479"|"AN4282"|"ACT"|20000|"421"|"S Road"||122|"CHI"|"02535"||"WEEKLY RENTAL $20,000/WEEK. Fully updated in 1998 1773 Allen Farm Farmhouse perched above Lucy Vincent Beach in Chilmark is one of the greatest properties Martha's Vineyard & New England. If you know about Allen Farm, then you already know how special and rare this property is. This home sleeps 10, has 5 bedrooms, 3 bathrooms, a jacuzzi, open concept chef's kitchen & dining room w two living rooms, screened in porch, outdoor shower, & master bed on main floor, 3 bedrooms on the 2nd floor & big bedroom w 3 beds on the 3rd floor. The property is surrounded by stone walls, & offers direct access to Lucy Vincent Beach, Chilmark Pond & pasture in the front yard, & farmland/pasture in your backyard w fresh organic veggie garden at your disposal, you simply will not find a better vacation home. Comes w Kayaks/Canoes. Linens Provided."|34|9/29/2020 1:09:00 PM|0|"N"||"Dukes"|"MA"|"A"|11|5|3|0|"Y"|4|4356000|4367|"3f;0h"|"Y"|"A,E,R,W"|"Y"|"J,K,L,M"||"N"|"A/C in Bedrooms, Renovations in 1998"|9/15/2020||1773|"B"|"A,B,C,D,F,I,J,K,L,Q"|"12,D,O,S,V,W,14,19,21"|"B"|"D"|4367|
"RN"|72841553|"A9501571"|"A95338"|"ACT"|15000|"19"|"Lighthouse Road AQ605"||121||"02535"||"This family-friendly, three-bedroom retreat on Lighthouse Road in Aquinnah offers all the comforts of home with stunning water views of the Vineyard Sound and the Elizabeth Islands. It is beautifully decorated and nicely furnished. The home features stylish post-and-beam architecture. The main level features cathedral ceilings, wrap-around picture windows and skylights. The main level opens out to a wrap-around deck with lovely water views. The downstairs living room features a Steinway baby grand piano. This room exits to a lower-level patio with a grill and an outdoor shower to rinse off after a day at the beach.The house offers washer/dryer, 2 bathrooms, dishwasher, as well high-speed wireless internet and cable TV. The nicely equipped kitchen is open and airy with a skylight overhead, connecting to the dining area. The home, which sits on 2.3 acres, is surrounded by the quiet, natural serenity of up-island landscapes. The master bedroom on the main level features a queen bed and"|13|6/2/2021 12:58:00 PM|0|"N"||"Dukes"|"MA"|"A"|6|3|2|0||2|87120|2000|"2f;0h"|"N"||"Y"||||||||||||||
"RN"|72841560|"A9501571"|"A95338"|"ACT"|24000|"836"|"State Rd  AQ601"||121||"02535"||"THIS IS A WEEKLY RENTAL NOT A MONTHLY!!!!Windy Knoll is a 3BR, 2Bath home located in Aquinnah on a secluded lot off State Road with 160 degree views of the Atlantic Ocean. Approximately 1 mile to Philbin Beach similar distance to Moshup Beach and Lobsterville beach. Take the bike ferry over to Menemsha and enjoy sunset on the beach. Outdoor shower with multiple shower heads to wash off the sand after a long day at the beach. Relax on the deck with the magnificent view and enjoy the breeze that fits this amazing property its name. Upstairs has open kitchen living area off deck with splitter A/C, with two bedrooms each with splitter A/C and bathroom. Downstairs has TV room with pull out couch and splitter A/C, another bedroom with splitter A/C and bathroom. Lots of space for games and puzzles. Chiminea off downstairs living area. Linens included; tenants are kindly asked to wash and dry the linens before leaving the house."|7|6/2/2021 1:03:00 PM|0|"N"||"Dukes"|"MA"|"A"|6|3|2|0||4|87120|1608|"2f;0h"|"N"||"Y"||||||||||||||
"RN"|72841602|"A9501571"|"A95338"|"ACT"|18000|"12"|"Cottle Lane  ED341"||126||"02539"||"THIS IS A WEEKLY SUMMER RENTAL ONLY.THE WEEKLY PRICE IN AUGUST IS $4,500. PER WEEK.SEE WEB SITE FOR ADDITIONAL WEEKLY PRICING. This four bedroom Victorian home is located close to the Edgartown Village for shopping, theater or restaurants. Walk to Fulton Street Beach. All new appliances have been added recently as well as a number of room AC units throughout the house."|29|6/2/2021 1:33:00 PM|0|"N"||"Dukes"|"MA"|"A"|7|4|2|1||2|10890|2027|"2f;1h"|"N"|||||"N"||||||||||2027|
"RN"|72843696|"A9501571"|"A95338"|"ACT"|10800|"141"|"North Rd. CH202"||122||"02535"||"THIS IS A WEEKLY SUMMER RENTAL ONLY.THE WEEKLY PRICE IN AUGUST IS $2,700. PER WEEK.SEE WEB SITE FOR ADDITIONAL WEEKLY PRICING. Chilmark Cottage Perfection!!! You will love this quaint Vineyard Style Cottage that has been meticulously designed to include all the amenities one could imagine. This vintage charmer really boasts a lot of Style. Inside you will find really beautiful hardwood floors, a fully equipped kitchen, and a storybook bedroom complete with wonderful linens. This home is one of the most perfect spots to spend your vacation on the Vineyard. Also, renters have access to the private beaches of Lucy Vincent and Squibnocket. Great out door shower and wonderful patio complete the amenities. No pets allowed."|9|6/4/2021 11:30:00 AM|0|"N"||"Dukes"|"MA"|"A"|9|4|2|0||2|21780|702|"2f;0h"|"N"||||||||||||||||
"RN"|72843699|"A9501571"|"A95338"|"ACT"|48000|"9"|"Thaxter Lane ED310"||126||"02539"||"THIS IS A WEEKLY SUMMER RENTAL ONLY.THE WEEKLY PRICE IN AUGUST IS $14,500. PER WEEK.SEE WEB SITE FOR ADDITIONAL WEEKLY PRICING. Enjoy the pool with this Stunning custom designed and professionally decorated Tri Level contemporary home with open floor plan. Once inside you will be captivated by the dramatic open spaces, soaring ceiling and walls of glass. Located in a high end neighborhood within walking distance to South Beach. The yard is beautifully landscaped and has an 18x40 heated saltwater pool with blue stone surround and lounge chairs and fire pit. With three levels, multiple gathering spaces, four bedrooms and 4 1/2 baths is the perfect spot for large families. Three bedrooms are master suites with private baths. You will truly love this wonderful home for your next summer vacation on the Vineyard!! Pool Fee."|17|6/4/2021 11:35:00 AM|0|"N"||"Dukes"|"MA"|"A"|7|4|3|1||2|6484|2675|"3f;1h"|"N"||||||||||||||||
"RN"|72843706|"A9501571"|"A95338"|"ACT"|50000|"17"|"Edgartown Bay Rd ED328"||126||"02539"||"THIS IS A WEEKLY SUMMER RENTAL ONLY.THE WEEKLY PRICE IN AUGUST IS $12,500. PER WEEK.SEE WEB SITE FOR ADDITIONAL WEEKLY PRICING. Private Beach, Waterfront, Mooring and Dock!! Spend your days looking at beautiful Katama Bay. Dock your boat or relax at your private beach. This large Classic Vineyard Home sleeps 10, has two living rooms, protected porch area and a really great front yard leading to the beach. The location is close to South Beach and downtown Edgartown."|31|6/4/2021 11:39:00 AM|0|"N"||"Dukes"|"MA"|"A"|9|5|5|0||2|43560|2975|"5f;0h"|"Y"|||||"N"||||||||||2975|
"RN"|72843727|"A9501571"|"A95338"|"ACT"|29300|"76"|"Mattakesett Way  ED313"||126||"02539"||"THIS IS A WEEKLY SUMMER RENTAL ONLY.THE WEEKLY PRICE IN AUGUST IS $7,325. PER WEEK.SEE WEB SITE FOR ADDITIONAL WEEKLY PRICING. This upside-down house was built in 2007. Sit out on the upper deck to panoramic ocean views or grill your favorite seafood while taking in the view. Watch the sun set to a new and beautiful aurora each night on either of the decks or while lazing on the porch swing.The first floor has three bedrooms and two baths.Loft has 1 bed. The second floor is an open floor plan with a large dining table, large kitchen with a bay window, living area with wall mounted TV."|28|6/4/2021 12:04:00 PM|0|"N"||"Dukes"|"MA"|"A"|6|3|2|1||2|21780|1871|"2f;1h"|"N"||||||||||||||||
"RN"|72843793|"A9501571"|"A95338"|"ACT"|14000|"175"|"Meetinghouse Way ED321"||126||"02539"||"THIS IS A WEEKLY SUMMER RENTAL ONLY.THE WEEKLY PRICE IN AUGUST IS $3,500. PER WEEK.SEE WEB SITE FOR ADDITIONAL WEEKLY PRICING. This updated contemporary is located in Katama area and a short bike ride to South Beach. There are 4 bedrooms, 1 down and 3 up, and a beautiful kitchen/dining which opens to a large living room. The house has a nice deck on the front and owners have added a deck off the kitchen as well.There is a wonderful screened porch off living room. A very quiet location and easy ride into town."|21|6/4/2021 1:07:00 PM|0|"N"||"Dukes"|"MA"|"A"|7|4|2|0||4|21780|1505|"2f;0h"|"N"||||||||||||||||
"RN"|72843799|"A9501571"|"A95338"|"ACT"|20000|"54"|"Schoolhouse Road  ED330"||126||"02539"||"THIS IS A WEEKLY SUMMER RENTAL ONLY.THE WEEKLY PRICE IN AUGUST IS $5,000. PER WEEK.SEE WEB SITE FOR ADDITIONAL WEEKLY PRICING. Perfectly located close to South Beach and Edgartown is this absolutely wonderful 3 bedroom home with a separate guest quarters that has one twin bed and one full bed, kitchenette and bath. The main house has a formal dining room right off of the kitchen, a bright sunny porch, cathedral ceiling in the living room and a completely outfitted kitchen. There is plenty of room for a large gathering or entertaining. Wonderful beach like back yard. This home is a really wonderful place to call your favorite!!!"|30|6/4/2021 1:16:00 PM|0|"N"||"Dukes"|"MA"|"A"|7|4|3|0||2|21780|2226|"3f;0h"|"N"||||||||||||||||
"RN"|72843823|"A9501571"|"A95338"|"ACT"|11000|"15"|"Price's Way  ED322"||126||"02539"||"THIS IS A WEEKLY SUMMER RENTAL ONLY.THE WEEKLY PRICE IN AUGUST IS $2,750. PER WEEK.SEE WEB SITE FOR ADDITIONAL WEEKLY PRICING. This is an inviting and affordable home with air-conditioning. As you see from the pictures the sun is welcomed through many sliders and windows. Inside the furnishings are simple but well chosen. There is a splitter in the living area that cools the downstairs. The kitchen is fully equipped. The living and dining room are open concept with hardwood floors have cathedral ceilings with overhead fans. The main floor features a full bath, washer/dryer, and two bedrooms each offering a pair of twins. Each bedroom has it's own splitter A/C and plenty of fans to circulate the air. Upstairs there is a bedroom with a king size bed and a slider to a small balcony. Next to the king bedroom is a private sitting room."|10|6/4/2021 1:43:00 PM|0|"N"||"Dukes"|"MA"|"A"|6|3|2|0||2|21570|1500|"2f;0h"|"N"||||||||||||||||
"RN"|72843863|"A9501571"|"A95338"|"ACT"|16400|"20"|"Katama Bay Rd  ED350"||126||"02539"||"THIS IS A WEEKLY SUMMER RENTAL ONLY.THE WEEKLY PRICE IN AUGUST IS $4,100. PER WEEK.SEE WEB SITE FOR ADDITIONAL WEEKLY PRICING. Lovely Edgartown Bay Road area. This 3 bedroom newly decorated home is very close to South Beach. Easy access to town. Large grassy yard for the kids to play on."|40|6/4/2021 2:21:00 PM|0|"N"||"Dukes"|"MA"|"A"|6|3|2|0||2|43560|2200|"2f;0h"|"N"||||||||||||||||
"RN"|72843894|"A9501571"|"A95338"|"ACT"|100000|"60"|"Witchwood Lane ED317"||126||"02539"||"THIS IS A WEEKLY SUMMER RENTAL ONLY.THE WEEKLY PRICE IN AUGUST IS $25,000. PER WEEK.SEE WEB SITE FOR ADDITIONAL WEEKLY PRICING. This gorgeous waterfront home is well equipped with gourmet kitchen, stone fireplace, numerous sitting areas, and multiple decks each with water views over the Edgartown Harbor. Both the main and upper level have beautiful master suites and also washers & dryers. Easy access to downtown Edgartown, South Beach and the Bike Path. A lush green path leads you down to the dock and boat house, where there is also a mooring for larger boats."|32|6/4/2021 2:53:00 PM|0|"N"||"Dukes"|"MA"|"A"|9|5|4|0||2|87120|4500|"4f;0h"|"Y"||||||||||||||||
